word;polarity_n0;polarity_n1
dar à língua;POL:N0=-1;
dar à sola;POL:N0=-1;
dar à soleta;POL:N0=-1;
dar a volta ao miolo;POL:N0=-1;
dar alegrias a;POL:N0=1;POL:N1=0
dar ao pé;POL:N0=-1;
dar bandeira;POL:N0=-1;
dar barraca;POL:N0=-1;
dar cabo da vida a;POL:N0=-1;POL:N1=0
dar cabo de;POL:N0=1;POL:N1=-1
dar com a boca no trombone;POL:N0=-1;
dar com a língua nos dentes;POL:N0=-1;
dar com os burros na água;POL:N0=-1;
dar com os pés a;POL:N0=-1;POL:N1=-1
dar conta do recado;POL:N0=1;
dar de frosques;POL:N0=-1;
dar graxa a;POL:N0=-1;POL:N1=0
dar no duro;POL:N0=1;
dar o corpo ao manifesto;POL:N0=-1;
dar o dito por não dito;POL:N0=-1;
dar o golpe a;POL:N0=-1;POL:N1=0
dar o golpe do baú;POL:N0=-1;
dar o litro;POL:N0=1;
dar o primeiro passo;POL:N0=1;
dar palmadinhas nas costas a;POL:N0=-1;POL:N1=0
dar pontapés na gramática;POL:N0=-1;
dar tiros nos pés;POL:N0=-1;
dar um baile a;POL:N0=1;POL:N1=-1
dar um banho a;POL:N0=1;POL:N1=-1
dar um banho de cultura a;POL:N0=1;POL:N1=-1
dar um pontapé no cu a;POL:N0=-1;POL:N1=0
dar um show de bola;POL:N0=1;
dar um tiro no pé;POL:N0=-1;
dar uma banhada a;POL:N0=1;POL:N1=-1
dar uma coça a;POL:N0=1;POL:N1=-1
dar uma lição a;POL:N0=1;POL:N1=-1
dar uma lição de moral a;POL:N0=1;POL:N1=-1
dar uma malha a;POL:N0=1;POL:N1=-1
dar uma mãozinha a;POL:N0=1;POL:N1=-1
dar uma no cravo e outra na ferradura;POL:N0=-1;
dar uma surra a;POL:N0=1;POL:N1=-1
dar voltas no caixão;POL:N0=-1;
dardejante;POL:N0=0;
dávida;POL:N0=1;
deambulação;POL:N0=-1;
deambulante;POL:N0=-1;
deambular;POL:N0=-1;
debandado;POL:N0=-1;
débil;POL:N0=-1;
debilidade;POL:N0=-1;
debilitação;POL:N0=-1;
debilitado;POL:N0=-1;
debilitar;POL:N0=1;POL:N1=-1
debochado;POL:N0=-1;
deboche;POL:N0=-1;
decadência;POL:N0=-1;
decadente;POL:N0=-1;
decadentista;POL:N0=-1;
decaído;POL:N0=-1;
decapitar;POL:N0=1;POL:N1=-1
decência;POL:N0=1;
decente;POL:N0=1;
decepado;POL:N0=-1;
decepar;POL:N0=1;POL:N1=-1
decepção;POL:N0=-1;
decepcionado;POL:N0=-1;
decepcionante;POL:N0=-1;
decepcionar;POL:N0=-1;POL:N1=0
decidido;POL:N0=1;
decisivo;POL:N0=0;
decoro;POL:N0=1;
decoroso;POL:N0=1;
decrepidez;POL:N0=-1;
decrépito;POL:N0=-1;
dedicação;POL:N0=1;
dedicado;POL:N0=1;
defeituoso;POL:N0=-1;
defensiva;POL:N0=-1;
defensor;POL:N0=1;
deferente;POL:N0=1;
deferido;POL:N0=1;
defesso;POL:N0=-1;
deficiente;POL:N0=-1;
definhado;POL:N0=-1;
definhamento;POL:N0=-1;
deformação;POL:N0=-1;
deformado;POL:N0=-1;
defraudar as expectativas de;POL:N0=-1;POL:N1=0
defraudar;POL:N0=-1;POL:N1=0
defunto;POL:N0=-1;
degenerado;POL:N0=-1;
degradado;POL:N0=-1;
degradante;POL:N0=-1;
degredado;POL:N0=-1;
degredo;POL:N0=-1;
deicida;POL:N0=-1;
deitar achas na fogueira;POL:N0=-1;
deitar água na fervura;POL:N0=1;
deitar as unhas a;POL:N0=-1;
deitar foguetes antes da festa;POL:N0=-1;
deitar lenha na fogueira;POL:N0=-1;
deitar poeira aos olhos a;POL:N0=-1;POL:N1=0
deitar poeira para os olhos de;POL:N0=-1;POL:N1=0
deitar tudo a perder;POL:N0=-1;
deitar tudo para trás das costas;POL:N0=-1;
deitar tudo por água abaixo;POL:N0=-1;
deixar com as calças na mão;POL:N0=-1;POL:N1=0
deixar com as mãos a abanar;POL:N0=-1;POL:N1=0
deixar de rastos;POL:N0=-1;POL:N1=0
deixar muito a desejar;POL:N0=-1;
deixar o barco à deriva;POL:N0=-1;
deixar o país de tanga;POL:N0=-1;
deixar tudo para depois;POL:N0=-1;
deixar-se levar;POL:N0=-1;
delambido;POL:N0=-1;
deleitoso;POL:N0=1;
deletério;POL:N0=-1;
delgado;POL:N0=0;
delicadeza;POL:N0=1;
delicado;POL:N0=1;
delicioso;POL:N0=1;
delinquência;POL:N0=-1;
delinquente;POL:N0=-1;
delirar;POL:N0=-1;
delituoso;POL:N0=-1;
demagogia;POL:N0=-1;
demagógico;POL:N0=-1;
demagogo;POL:N0=-1;
demarcado;POL:N0=-1;
demência;POL:N0=-1;
demente;POL:N0=-1;
demérito;POL:N0=-1;
demitido;POL:N0=-1;
democracia;POL:N0=1;
democrata;POL:N0=0;
democraticidade;POL:N0=1;
democrático;POL:N0=1;
démodé;POL:N0=-1;
demolidor;POL:N0=-1;
demoníaco;POL:N0=-1;
demorado;POL:N0=-1;
denegrido;POL:N0=-1;
denegrir a imagem de;POL:N0=0;POL:N1=-1
denegrir a sua imagem;POL:N0=-1;
denegrir;POL:N0=0;POL:N1=-1
dengoso;POL:N0=-1;
denodado;POL:N0=1;
depauperado;POL:N0=-1;
depenado;POL:N0=-1;
dependurado;POL:N0=-1;
deploração;POL:N0=-1;
deplorável;POL:N0=-1;
deportado;POL:N0=-1;
deposto;POL:N0=-1;
depravação;POL:N0=-1;
depravado;POL:N0=-1;
depravador;POL:N0=-1;
depreciado;POL:N0=-1;
depreciar;POL:N0=-1;POL:N1=0
depreciativo;POL:N0=-1;
depressão maníaca;POL:N0=-1;
depressão;POL:N0=-1;
depressivo;POL:N0=-1;
depressor;POL:N0=-1;
deprimência;POL:N0=-1;
deprimente;POL:N0=-1;
deprimido;POL:N0=-1;
depurado;POL:N0=0;
derramado;POL:N0=-1;
derreado;POL:N0=-1;
derreamento;POL:N0=-1;
derrear;POL:N0=1;POL:N1=-1
derreter;POL:N0=1;POL:N1=-1
derrota;POL:N0=-1;
derrotado;POL:N0=-1;
derrotar;POL:N0=1;POL:N1=-1
derrotismo;POL:N0=-1;
derrotista;POL:N0=-1;
derrubado;POL:N0=-1;
derrubar;POL:N0=1;POL:N1=-1
desabonado;POL:N0=-1;
desabrido;POL:N0=-1;
desabrigado;POL:N0=-1;
desabusado;POL:N0=-1;
desacompanhado;POL:N0=-1;
desacordado;POL:N0=-1;
desacreditado;POL:N0=-1;
desacreditar;POL:N0=1;POL:N1=-1
desactualizado;POL:N0=-1;
desadaptado;POL:N0=-1;
desafectado;POL:N0=1;
desafecto;POL:N0=-1;
desafetado;POL:N0=1;
desafeto;POL:N0=-1;
desafiador;POL:N0=0;
desafiante;POL:N0=0;
desafinação;POL:N0=-1;
desafinado;POL:N0=-1;
desafogado;POL:N0=1;
desaforado;POL:N0=-1;
desaforido;POL:N0=-1;
desafortunado;POL:N0=-1;
desagradado;POL:N0=-1;
desagradável;POL:N0=-1;
desagradecido;POL:N0=-1;
desagrado;POL:N0=-1;
desaire;POL:N0=-1;
desairoso;POL:N0=-1;
desajeitado;POL:N0=-1;
desajustado;POL:N0=-1;
desalentado;POL:N0=-1;
desalento;POL:N0=-1;
desalinhado;POL:N0=-1;
desalinhamento;POL:N0=-1;
desalmado;POL:N0=-1;
desalojado;POL:N0=-1;
desamparado;POL:N0=-1;
desamparo;POL:N0=-1;
desancar;POL:N0=1;POL:N1=-1
desanimação;POL:N0=-1;
desanimado;POL:N0=-1;
desanimador;POL:N0=-1;
desânimo;POL:N0=-1;
desapaixonado;POL:N0=-1;
desaparafusado;POL:N0=-1;
desaparecer do mapa;POL:N0=-1;
desaparecido;POL:N0=-1;
desapegado;POL:N0=-1;
desapiedado;POL:N0=-1;
desapontado;POL:N0=-1;
desapontador;POL:N0=-1;
desapossado;POL:N0=-1;
desapropriado;POL:N0=-1;
desaprovador;POL:N0=-1;
desaproveitado;POL:N0=-1;
desarmante;POL:N0=1;
desarmar;POL:N0=1;POL:N1=-1
desarranjado;POL:N0=-1;
desarrazoado;POL:N0=-1;
desarrumado;POL:N0=-1;
desarticulado;POL:N0=-1;
desassisado;POL:N0=-1;
desassombrado;POL:N0=0;
desassossegado;POL:N0=-1;
desassossego;POL:N0=-1;
desastrado;POL:N0=-1;
desastre;POL:N0=-1;
desastroso;POL:N0=-1;
desatado;POL:N0=0;
desatento;POL:N0=-1;
desatinado;POL:N0=-1;
desatualizado;POL:N0=-1;
desaustinado;POL:N0=-1;
desavergonhado;POL:N0=-1;
desavisado;POL:N0=-1;
desbaratado;POL:N0=-1;
desbaratador;POL:N0=-1;
desbocado;POL:N0=-1;
desbocamento;POL:N0=-1;
desbotado;POL:N0=-1;
desbragado;POL:N0=-1;
desbravador;POL:N0=0;
descabelado;POL:N0=-1;
descabelar-se;POL:N0=-1;
descabelar;POL:N0=1;POL:N1=-1
descabido;POL:N0=-1;
descadeirado;POL:N0=-1;
descalabro;POL:N0=-1;
descalço;POL:N0=-1;
descamisado;POL:N0=-1;
descansado;POL:N0=0;
descarado;POL:N0=-1;
descaramento;POL:N0=-1;
descarnado;POL:N0=-1;
descascado;POL:N0=-1;
descautelado;POL:N0=-1;
descer ao mais baixo nível;POL:N0=-1;
descer nas sondagens;POL:N0=-1;
descerimonioso;POL:N0=1;
descerrado;POL:N0=-1;
desclassificado;POL:N0=-1;
descobridor;POL:N0=0;
descomedido;POL:N0=-1;
descomedimento;POL:N0=-1;
descomplexado;POL:N0=1;
descomprometido;POL:N0=0;
descompromissado;POL:N0=0;
desconcentração;POL:N0=-1;
desconcentrado;POL:N0=-1;
desconcertado;POL:N0=-1;
desconexo;POL:N0=-1;
desconfiado;POL:N0=-1;
desconfortável;POL:N0=-1;
desconhecedor;POL:N0=-1;
desconsideração;POL:N0=-1;
desconsiderado;POL:N0=0;
desconsolação;POL:N0=-1;
desconsolado;POL:N0=-1;
descontentamento;POL:N0=-1;
descontente;POL:N0=-1;
descontraído;POL:N0=1;
descontrolado;POL:N0=-1;
descontrolo;POL:N0=-1;
descoordenação;POL:N0=-1;
descoordenado;POL:N0=-1;
descorado;POL:N0=-1;
descoroçoado;POL:N0=-1;
descortês;POL:N0=-1;
descortesia;POL:N0=-1;
descrente;POL:N0=0;
descuidado;POL:N0=-1;
descuido;POL:N0=-1;
desculpado;POL:N0=0;
desculpável;POL:N0=0;
desdém;POL:N0=-1;
desdenhar;POL:N0=-1;POL:N1=0
desdenhoso;POL:N0=-1;
desdentado;POL:N0=-1;
desdito;POL:N0=-1;
desditoso;POL:N0=-1;
desejável;POL:N0=1;
deselegância;POL:N0=-1;
deselegante;POL:N0=-1;
desembaraçado;POL:N0=1;
desemparelhado;POL:N0=-1;
desempenado;POL:N0=1;
desempregado;POL:N0=-1;
desemprego;POL:N0=-1;
desencalhado;POL:N0=0;
desencalhe ;POL:N0=-1;
desencaminhado;POL:N0=-1;
desencaminhador;POL:N0=-1;
desencaminhamento;POL:N0=-1;
desencantado;POL:N0=0;
desencontrado;POL:N0=-1;
desengonçado;POL:N0=-1;
desengraçado;POL:N0=-1;
desenrascado;POL:N0=1;
desenvencilhado;POL:N0=1;
desenvolto;POL:N0=1;
desenvoltura;POL:N0=1;
desenxabidez;POL:N0=-1;
desenxabido;POL:N0=-1;
desequilibrado;POL:N0=-1;
desequilíbrio;POL:N0=-1;
desertar;POL:N0=-1;
desertor;POL:N0=-1;
desesperado;POL:N0=-1;
desesperança;POL:N0=-1;
desesperançado;POL:N0=-1;
desespero;POL:N0=-1;
desestabilizador;POL:N0=-1;
desfalcar;POL:N0=-1;POL:N1=0
desfalecido;POL:N0=-1;
desfasado;POL:N0=-1;
desfavorecido;POL:N0=-1;
desfeito;POL:N0=-1;
desfigurado;POL:N0=-1;
desforrar-se;POL:N0=1;POL:N1=-1
desfrutado;POL:N0=1;
desgarrado;POL:N0=-1;
desgastado;POL:N0=-1;
desgaste;POL:N0=-1;
desgosto;POL:N0=-1;
desgostoso;POL:N0=-1;
desgovernação;POL:N0=-1;
desgovernado;POL:N0=-1;
desgoverno;POL:N0=-1;
desgraça;POL:N0=-1;
desgraçado;POL:N0=-1;
desgracioso;POL:N0=-1;
desgrenhado;POL:N0=-1;
desidratação;POL:N0=-1;
desiludido;POL:N0=-1;
desimpedido;POL:N0=0;
desinfeliz;POL:N0=-1;
desinformação;POL:N0=-1;
desinformado;POL:N0=-1;
desinibido;POL:N0=1;
desinstruído;POL:N0=-1;
desinteressado;POL:N0=-1;
desinteressante;POL:N0=-1;
desinteresse;POL:N0=-1;
desistir;POL:N0=-1;POL:N1=0
deslambido;POL:N0=-1;
deslavado;POL:N0=-1;
desleal;POL:N0=-1;
deslealdade;POL:N0=-1;
desleixado;POL:N0=-1;
desleixar-se;POL:N0=-1;
desleixo ;POL:N0=-1;
desligado;POL:N0=-1;
deslocado;POL:N0=-1;
deslumbrante;POL:N0=1;
deslumbrar;POL:N0=1;POL:N1=0
desmaiado;POL:N0=-1;
desmanchado;POL:N0=-1;
desmantelado;POL:N0=-1;
desmascarar;POL:N0=1;POL:N1=-1
desmazelado;POL:N0=-1;
desmazelamento;POL:N0=-1;
desmazelo;POL:N0=-1;
desmedido;POL:N0=-1;
desmemoriado;POL:N0=-1;
desmentido;POL:N0=-1;
desmentir;POL:N0=0;POL:N1=-1
desmesurado;POL:N0=-1;
desmiolado;POL:N0=-1;
desmontado;POL:N0=-1;
desmoralização;POL:N0=-1;
desmoralizado;POL:N0=-1;
desmoralizador;POL:N0=-1;
desmoronar-se;POL:N0=-1;
desmotivação;POL:N0=-1;
desmotivado;POL:N0=-1;
desmotivador;POL:N0=-1;
desnaturado;POL:N0=-1;
desnaturalizado;POL:N0=0;
desnorteado;POL:N0=-1;
desnorteamento;POL:N0=-1;
desnudado;POL:N0=0;
desnudo;POL:N0=0;
desnutrição;POL:N0=-1;
desobediência;POL:N0=-1;
desobediente;POL:N0=-1;
desobrigado;POL:N0=0;
desocupado;POL:N0=-1;
desolação;POL:N0=-1;
desolado;POL:N0=-1;
desolador;POL:N0=-1;
desolhado;POL:N0=-1;
desonestidade;POL:N0=-1;
desonesto;POL:N0=-1;
desonra;POL:N0=-1;
desonrado;POL:N0=-1;
desonrar;POL:N0=-1;POL:N1=0
desonroso;POL:N0=-1;
desordeiro;POL:N0=-1;
desordem;POL:N0=-1;
desordenado;POL:N0=-1;
desorganização;POL:N0=-1;
desorganizado;POL:N0=-1;
desorientação;POL:N0=-1;
desorientado;POL:N0=-1;
despachado;POL:N0=1;
despassarado;POL:N0=-1;
despegado;POL:N0=0;
despeitado;POL:N0=-1;
despeitar;POL:N0=-1;POL:N1=0
despeito;POL:N0=-1;
despeitorado;POL:N0=-1;
despejado;POL:N0=-1;
despenteado;POL:N0=-1;
despercebido;POL:N0=-1;
desperdiçado;POL:N0=-1;
desperdiçador;POL:N0=-1;
desperto;POL:N0=1;
despesista;POL:N0=-1;
despirocado;POL:N0=-1;
despistado;POL:N0=-1;
desplante;POL:N0=-1;
despojado;POL:N0=0;
despótico;POL:N0=-1;
despregado;POL:N0=-1;
desprendido;POL:N0=0;
despreocupação;POL:N0=-1;
despreocupado;POL:N0=0;
despretensioso;POL:N0=1;
desprevenção;POL:N0=-1;
desprevenido;POL:N0=-1;
desprezado;POL:N0=-1;
desprezável;POL:N0=-1;
desprezível;POL:N0=-1;
desprezo;POL:N0=-1;
desprimoroso;POL:N0=-1;
desproporcionado;POL:N0=-1;
despropositado;POL:N0=-1;
despropósito;POL:N0=-1;
desprotegido;POL:N0=-1;
despudor;POL:N0=-1;
despudorado;POL:N0=-1;
desqualificado;POL:N0=-1;
desregrado;POL:N0=-1;
desregulado;POL:N0=-1;
desremediado;POL:N0=-1;
desrespeitado;POL:N0=-1;
desrespeitador;POL:N0=-1;
desrespeitar;POL:N0=-1;POL:N1=0
desrespeito;POL:N0=-1;
desrespeitoso;POL:N0=-1;
destabilizador;POL:N0=-1;
destampado;POL:N0=-1;
destapado;POL:N0=-1;
destemido;POL:N0=1;
destemperado;POL:N0=-1;
desterrado;POL:N0=-1;
destoante;POL:N0=-1;
destrambelhado;POL:N0=-1;
destrambelhamento;POL:N0=-1;
destratado;POL:N0=-1;
destravado;POL:N0=-1;
destroçado;POL:N0=-1;
destroço;POL:N0=-1;
destronar;POL:N0=1;POL:N1=-1
destruição;POL:N0=-1;
destruído;POL:N0=-1;
destruidor;POL:N0=-1;
destruir;POL:N0=1;POL:N1=-1
destrutivo;POL:N0=-1;
destrutor;POL:N0=-1;
desumanidade;POL:N0=-1;
desumano;POL:N0=-1;
desunido;POL:N0=-1;
desusado;POL:N0=-1;
desvairado;POL:N0=-1;
desvairamento;POL:N0=-1;
desvalido;POL:N0=-1;
desvanecer;POL:N0=-1;
desvanecido;POL:N0=0;
desvantagem;POL:N0=-1;
desvariado;POL:N0=-1;
desvario;POL:N0=-1;
desvelado;POL:N0=1;
desvelo;POL:N0=1;
desvendado;POL:N0=0;
desventurado;POL:N0=-1;
desventuroso;POL:N0=-1;
desviar dinheiro;POL:N0=-1;
desvirtuado;POL:N0=-1;
desvitalizado;POL:N0=-1;
detalhado;POL:N0=1;
deteriorado;POL:N0=-1;
deteriorar;POL:N0=-1;POL:N1=0
determinação;POL:N0=1;
determinado;POL:N0=1;
detestado;POL:N0=-1;
detestar;POL:N0=0;POL:N1=-1
detestável;POL:N0=-1;
detido;POL:N0=-1;
detrator;POL:N0=-1;
deturpado;POL:N0=-1;
deturpar;POL:N0=-1;POL:N1=0
devaneador;POL:N0=-1;
devassado;POL:N0=-1;
devassidão;POL:N0=-1;
devasso;POL:N0=-1;
devastado;POL:N0=-1;
devastador;POL:N0=-1;
devastar;POL:N0=1;POL:N1=-1
dever comer farinha maizena;POL:N0=-1;
dever dobrar a língua;POL:N0=-1;
dever ter vergonha na cara;POL:N0=-1;
devoto de Baco;POL:N0=-1;
diabólico;POL:N0=-1;
diabolismo;POL:N0=-1;
diáfano;POL:N0=1;
dialogante;POL:N0=1;
difamação;POL:N0=-1;
difamado;POL:N0=-1;
difamador;POL:N0=-1;
difamar;POL:N0=-1;POL:N1=0
difamatório;POL:N0=-1;
diferente;POL:N0=0;
difícil;POL:N0=-1;
dificultar a vida a;POL:N0=1;POL:N1=-1
dificultar;POL:N0=1;POL:N1=-1
difuso;POL:N0=-1;
dignidade;POL:N0=1;
dignificar;POL:N0=1;POL:N1=0
digno de confiança;POL:N0=1;
digno;POL:N0=1;
digressionista;POL:N0=-1;
digressivo;POL:N0=-1;
dilacerado;POL:N0=-1;
dilacerar;POL:N0=1;POL:N1=-1
diletante;POL:N0=0;
diligência;POL:N0=1;
diligente;POL:N0=1;
diminuído;POL:N0=-1;
diminuir;POL:N0=1;POL:N1=-1
dinâmico;POL:N0=1;
dinamismo;POL:N0=1;
dinamizador;POL:N0=1;
diplomacia;POL:N0=1;
diplomático;POL:N0=1;
directo;POL:N0=1;
direito de contas;POL:N0=1;
direito;POL:N0=1;
direto;POL:N0=1;
disciplina;POL:N0=1;
disciplinado;POL:N0=1;
disciplinador;POL:N0=0;
díscolo;POL:N0=-1;
discreto;POL:N0=1;
discrição;POL:N0=1;
discriminação;POL:N0=-1;
discriminado;POL:N0=-1;
discriminador;POL:N0=-1;
discriminar;POL:N0=-1;POL:N1=0
discursivo;POL:N0=0;
disfarçado;POL:N0=-1;
disfonia;POL:N0=-1;
disforme;POL:N0=-1;
disformidade;POL:N0=-1;
dislexia;POL:N0=-1;
disléxico;POL:N0=-1;
disparatado;POL:N0=-1;
disparatar;POL:N0=-1;
disparate;POL:N0=-1;
dispensado;POL:N0=0;
dispensável;POL:N0=-1;
dispersivo;POL:N0=-1;
disperso;POL:N0=-1;
displicência;POL:N0=-1;
displicente;POL:N0=-1;
disponível;POL:N0=0;
dissidente;POL:N0=-1;
dissimulação;POL:N0=-1;
dissimulado;POL:N0=-1;
dissimular;POL:N0=-1;
dissipado;POL:N0=-1;
dissipador;POL:N0=-1;
dissoluto;POL:N0=-1;
dissolvido;POL:N0=-1;
distante;POL:N0=-1;
distinguido;POL:N0=0;
distintivo;POL:N0=0;
distinto;POL:N0=1;
distorcer;POL:N0=-1;
distorcido;POL:N0=-1;
distraído;POL:N0=-1;
ditador;POL:N0=-1;
ditoso;POL:N0=1;
divagação;POL:N0=-1;
divagador;POL:N0=-1;
divagante;POL:N0=-1;
divagar;POL:N0=-1;
divertido;POL:N0=1;
divertimento;POL:N0=1;
divinal;POL:N0=1;
divino;POL:N0=1;
divo;POL:N0=0;
divulgador;POL:N0=0;
dizer a verdade;POL:N0=1;
dizer algumas verdades a;POL:N0=1;POL:N1=-1
dizer cobras e lagartos de;POL:N0=-1;POL:N1=0
dizer mal de;POL:N0=0;POL:N1=-1
dizer umas quantas verdades a;POL:N0=1;POL:N1=-1
dizimado;POL:N0=-1;
dizimar;POL:N0=1;POL:N1=-1
dobradiço;POL:N0=0;
doce;POL:N0=1;
dócil;POL:N0=1;
docilidade;POL:N0=1;
doçura;POL:N0=1;
doente;POL:N0=-1;
doentio;POL:N0=-1;
dogmático;POL:N0=-1;
dogmatista;POL:N0=-1;
doidivanas;POL:N0=-1;
doido de todo;POL:N0=-1;
doido varrido;POL:N0=-1;
doido;POL:N0=-1;
dolente;POL:N0=-1;
dolorido;POL:N0=-1;
doloso;POL:N0=-1;
domado;POL:N0=0;
dominado;POL:N0=-1;
dominador;POL:N0=1;
dominante;POL:N0=1;
dominar;POL:N0=1;POL:N1=-1
donairoso;POL:N0=1;
donzel;POL:N0=0;
dopado;POL:N0=-1;
dopagem;POL:N0=-1;
dorido;POL:N0=-1;
dormência;POL:N0=-1;
dormente;POL:N0=-1;
dorminhoco;POL:N0=-1;
dormitar;POL:N0=-1;
dotado;POL:N0=1;
doudo;POL:N0=-1;
douto;POL:N0=1;
doutrinado;POL:N0=1;
doutrinador;POL:N0=0;
draconiano;POL:N0=-1;
dramático;POL:N0=-1;
dramatismo;POL:N0=-1;
dramatizar;POL:N0=-1;POL:N1=0
drástico;POL:N0=-1;
droga;POL:N0=-1;
drogado;POL:N0=-1;
dromomania;POL:N0=-1;
dromomaníaco;POL:N0=-1;
dubiedade;POL:N0=-1;
dúbio;POL:N0=-1;
dubitativo;POL:N0=-1;
duficuldades;POL:N0=-1;
dúplice;POL:N0=-1;
duplicidade;POL:N0=-1;
durázio;POL:N0=1;
duro da mioleira;POL:N0=-1;
duro de ouvido;POL:N0=-1;
duro;POL:N0=-1;
duvidar;POL:N0=0;POL:N1=-1
duvidoso;POL:N0=-1;
ébrio;POL:N0=0;
ecléctico;POL:N0=1;
eclético;POL:N0=1;
ecológico;POL:N0=1;
econômico;POL:N0=1;
económico;POL:N0=1;
economizador;POL:N0=1;
edificante;POL:N0=1;
edipiano;POL:N0=-1;
educação;POL:N0=1;
educado;POL:N0=1;
educador;POL:N0=1;
educativo;POL:N0=1;
educável;POL:N0=0;
efeminado;POL:N0=-1;
eficácia;POL:N0=1;
eficaz;POL:N0=1;
eficiência;POL:N0=1;
eficiente;POL:N0=1;
efusivo;POL:N0=1;
egoísmo;POL:N0=-1;
egoísta;POL:N0=-1;
egotista;POL:N0=-1;
egrégio;POL:N0=1;
elástico;POL:N0=1;
electrizante;POL:N0=1;
elegância;POL:N0=1;
elegante;POL:N0=1;
elegíaco;POL:N0=-1;
eleiçoeiro;POL:N0=-1;
eletrizante;POL:N0=1;
eliminar;POL:N0=1;POL:N1=-1
elitista;POL:N0=-1;
elogiar;POL:N0=0;POL:N1=1
elogio;POL:N0=1;
elogioso;POL:N0=1;
eloquência;POL:N0=1;
eloquente;POL:N0=1;
elucidar;POL:N0=1;POL:N1=0
elucidativo;POL:N0=1;
emaciado;POL:N0=-1;
emancipado;POL:N0=1;
emaranhado;POL:N0=-1;
embaçado;POL:N0=-1;
embaciado;POL:N0=-1;
embaraçado;POL:N0=-1;
embaraço ;POL:N0=-1;
embaraçoso;POL:N0=-1;
embasbacado;POL:N0=-1;
embatucado;POL:N0=-1;
embeiçado;POL:N0=0;
embirração;POL:N0=-1;
embirrante;POL:N0=-1;
embirrar;POL:N0=0;POL:N1=-1
embirrento;POL:N0=-1;
emblemático;POL:N0=1;
embotado;POL:N0=-1;
embriagado;POL:N0=-1;
embrulhado;POL:N0=-1;
embruxado;POL:N0=-1;
embuçado;POL:N0=-1;
embuchado;POL:N0=-1;
emburrado;POL:N0=-1;
embuste;POL:N0=-1;
embusteiro;POL:N0=-1;
emérito;POL:N0=1;
emocional;POL:N0=0;
emotivo;POL:N0=0;
empáfio;POL:N0=-1;
empalidecido;POL:N0=-1;
empalmado;POL:N0=-1;
empanturrado;POL:N0=-1;
empapado;POL:N0=0;
empapuçado;POL:N0=-1;
empedernido;POL:N0=-1;
empedernimento;POL:N0=-1;
empenhado;POL:N0=1;
empenho;POL:N0=1;
emperrado;POL:N0=-1;
emperramento;POL:N0=-1;
empertigado;POL:N0=-1;
empinado;POL:N0=0;
empírico;POL:N0=0;
empobrecido;POL:N0=-1;
empoeirado;POL:N0=-1;
empolado;POL:N0=-1;
empolgado;POL:N0=1;
empolgante;POL:N0=0;
emporcalhado;POL:N0=-1;
empreendedor;POL:N0=1;
emproado;POL:N0=-1;
emulador;POL:N0=-1;
êmulo;POL:N0=-1;
enaltecido;POL:N0=1;
enamoramento;POL:N0=1;
encabulado;POL:N0=-1;
encalacração;POL:N0=-1;
encalacrado;POL:N0=-1;
encalhado;POL:N0=-1;
encalhamento;POL:N0=-1;
encamado;POL:N0=-1;
encaminhado;POL:N0=1;
encanado;POL:N0=-1;
encanecido;POL:N0=0;
encantado;POL:N0=0;
encantador;POL:N0=1;
encantar;POL:N0=1;POL:N1=0
encanto;POL:N0=1;
encapotado;POL:N0=0;
encarcerado;POL:N0=-1;
encarniçado;POL:N0=-1;
encavacado;POL:N0=-1;
encharcado;POL:N0=0;
encher as medidas de;POL:N0=1;POL:N1=0
enciumado;POL:N0=-1;
enclausurado;POL:N0=-1;
encoberto;POL:N0=-1;
encobrir;POL:N0=-1;POL:N1=-1
encolerizado;POL:N0=-1;
encolerizar-se;POL:N0=-1;
encolerizar;POL:N0=1;POL:N1=-1
encolher os ombros;POL:N0=-1;
encolhido;POL:N0=-1;
encorajado;POL:N0=1;
encorajador;POL:N0=1;
encorajamento;POL:N0=1;
encorajar;POL:N0=0;POL:N1=1
encorpado;POL:N0=0;
encostar à parede;POL:N0=1;POL:N1=-1
encostar a um canto;POL:N0=1;POL:N1=-1
encostar às cordas;POL:N0=1;POL:N1=-1
encostar às tábuas;POL:N0=1;POL:N1=-1
encostar-se a;POL:N0=-1;POL:N1=0
encovado;POL:N0=-1;
encruado;POL:N0=-1;
encurralado;POL:N0=-1;
encurralamento;POL:N0=-1;
encurralar;POL:N0=1;POL:N1=-1
encurvado;POL:N0=-1;
endemoniado;POL:N0=-1;
endemoninhado;POL:N0=-1;
endiabrado;POL:N0=-1;
endinheirado;POL:N0=1;
endireitar-se;POL:N0=1;
endividado;POL:N0=-1;
endividamento;POL:N0=-1;
endividar-se;POL:N0=-1;
endividar;POL:N0=-1;POL:N1=0
endoidecer;POL:N0=-1;
endurecido;POL:N0=-1;
energia;POL:N0=1;
enérgico;POL:N0=1;
enervação;POL:N0=-1;
enervado;POL:N0=-1;
enervamento;POL:N0=-1;
enervante;POL:N0=-1;
enervar-se;POL:N0=-1;
enervar;POL:N0=1;POL:N1=-1
enfadado;POL:N0=-1;
enfadamento;POL:N0=-1;
enfadar-se;POL:N0=-1;
enfadonho;POL:N0=-1;
enfardador;POL:N0=-1;
enfartado;POL:N0=-1;
enfartamento;POL:N0=-1;
enfastiado;POL:N0=-1;
enfastiamento;POL:N0=-1;
