word,part_of_speech,target,polarity_n0,polarity_n1,anotation
estar em grande forma,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estar em grande,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estar em pedaços,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar em pele e osso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar enterrado até às orelhas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar feito ao bife,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar feito barata tonta,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar feito com,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
estar fora de si,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar na lua,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar na retranca,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar nas mãos de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
estar nas sete quintas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estar no bom caminho,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estar num beco sem saída,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar pelos cabelos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar por um fio,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar sempre a bater na mesma tecla,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estar-se nas tintas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estarola,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estarolice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estarrecer,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
estarrecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estatelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estatelar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estático,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estavanado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estendido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estentóreo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
estentórico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
estereotipado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estéril,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
esterilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
esticado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
esticar o pernil,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estigmatizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estiloso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estimado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
estimável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
estimulado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
estirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estóico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estoirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estoiro,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estorvar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
estourado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estouvado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estrábico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estragado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estrambólico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estrambótico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estrangeirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estrangulado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estrangular,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
estranho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estratagema,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estremunhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estrénuo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
estridente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estroina,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estropiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estruturado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estudioso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estulto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estupefaciente,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
estupendo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
estupidez,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estúpido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estuporado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
estuprado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
esvair-se em sangue,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
esvaziado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
etéreo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
etilizado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
eufónico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
eufórico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
eunuco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
eurocéptico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
eurocético,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
europeísta,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
evasão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
evasivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
evitar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
exacerbado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exagerado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exagerar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exalado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exaltado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exaltar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exangue,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exasperação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exasperado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exasperar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exasperar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exato,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
exaustão,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exausto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exceder-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exceder,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
excelência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
excelente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
excelso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
excêntrico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
excepcional,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
excessividade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
excessivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
excitado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
excitante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
excitar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
excitável,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
excluído,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
excomungado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
execração,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
execrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
execrar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
execrável,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
executado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exemplar,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
exemplaridade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
exibicionismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exibicionista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exibido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exibir-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
exigente,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
exilado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
eximido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
exímio,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
exotérico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
expansivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
expatriado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
expeditivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
expedito,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
expelido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
experiência,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
experiente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
experimentado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
experimentar dificuldades,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
experto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
explícito,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
explorador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
explorar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
explosivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
expressivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
expropriado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
expulsar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
expulso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
extasiado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
extemporâneo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
extenuação,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
extenuado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
extenuante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
extenuar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
exterminar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
extraordinário,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
extravagante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
extraviado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
extremista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
extremoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
extrovertido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
exuberante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
exultante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fabuloso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
façanhudo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
faccioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
faceiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
faceto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fácil,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
facínora,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
facinoroso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
factual,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
facundo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fadiga,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fadigado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falácia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falacioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
falador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
falante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
falar com convicção,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
falar de barriga cheia,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falar demais,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falar para as paredes,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falar para o boneco,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falar sem convicção,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falar verdade,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
falência,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falhanço,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falhar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
falibilidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falível,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falsear,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
falseta,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falsidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
faltar à palavra,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
faltar ao compromisso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
faltar ao respeito,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
falto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
faltoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
famélico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
famigerado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
faminto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
famoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fanfarrão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fanho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fanhoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fantasiar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fantasista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fantástico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fareleiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farisaico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fariseu,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farrista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
farronqueiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farsa,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farsante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farsista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
farsola,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fascinante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fascinar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
fascista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fastidioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fastio,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fatal,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fatalista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fatigado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fatigante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fátuo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
favorável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
favorecer,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
fazer à custa de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fazer a folha a,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fazer asneira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer beicinho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer biquinho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer boa figura,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer caretas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer com os olhos fechados,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer com uma perna às costas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer das tripas coração,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer faísca,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer figura de urso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer figura triste,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer filmes,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer gato e sapato de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
fazer horas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer má figura,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer orelhas moucas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer ouvidos de mercador,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer pouco de,IDIOM,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
fazer sombra a,IDIOM,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
fazer um grande feito,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer um negócio da China,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer uma boa jogada,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer uma figura decente,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer uma jogada de mestre,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer uma rica parelha,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
fazer uma tempestade num copo de água,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer vista grossa,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fazer xeque-mate,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fazer-se de vítima,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
febril,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fechado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fechar os olhos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fechar-se em copas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fecundo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
fedor,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fedorento,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
feio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
feiticista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
feitiço,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
felicidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
felicitar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
felino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
feliz,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
felizardo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
femeeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fenomenal,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ferido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ferino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ferir,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
fero,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
feroz,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ferrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
ferrenho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
férreo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fértil,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ferver em pouca água,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
fervoroso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
fescenino,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
festeiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
festivo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
fetichista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
fiabilidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
fiável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ficar a apanhar bonés,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a chupar no dedo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar à deriva,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a dormir à sombra da bananeira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a falar para as paredes,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a falar sozinho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a jeito,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar à nora,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a pensar na morte da bezerra,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar a secar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar à sombra da bananeira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar à sombra de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
ficar a ver navios,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar ao deus dará,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar aos caídos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar às aranhas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar às cegas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com a cabeça em água,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com a cabeça na lua,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com as calças na mão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com cara de caso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com dor de corno,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com dor de cotovelo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com macacos na cabeça,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com macacos no sótão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com macaquinhos na cabeça,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com macaquinhos no sótão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com o coração nas mãos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar com os louros,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de mãos a abanar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de mãos atadas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de mãos e pés atados,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de molho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de pés atados,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de tanga,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar de trombas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar em pedaços,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar em primeiro,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ficar em último,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar enterrado até às orelhas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar feito barata tonta,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar fora de si,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar mal visto,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar na lua,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar nas mãos de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
ficar num beco sem saída,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar para tio,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ficar pelos cabelos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
